Product,Shop,Category,Model,Model Number,Quantity,Cost Price,Sales Price
Vivo - F1S,Mobi-Point,Tempered Glass - Half Temper,Vivo - F1S,,1,0,0
Vivo - S1 PRO,Mobi-Point,Tempered Glass - Half Temper,Vivo - S1 PRO,,3,0,0
MI - MAX,Mobi-Point,Tempered Glass - Half Temper,MI - MAX,,1,0,0
MI - Y1 LITE,Mobi-Point,Tempered Glass - Half Temper,MI - Y1 LITE,,1,0,0
MI - Y2,Mobi-Point,Tempered Glass - Half Temper,MI - Y2,,2,0,0
MI - 7,Mobi-Point,Tempered Glass - Half Temper,MI - 7,,2,0,0
MI - A1,Mobi-Point,Tempered Glass - Half Temper,MI - A1,,6,0,0
MI - 7A,Mobi-Point,Tempered Glass - Half Temper,MI - 7A,,2,0,0
MI - 4,Mobi-Point,Tempered Glass - Half Temper,MI - 4,,8,0,0
MI - 5,Mobi-Point,Tempered Glass - Half Temper,MI - 5,,14,0,0
MI - 4I,Mobi-Point,Tempered Glass - Half Temper,MI - 4I,,2,0,0
MI - NOTE 5 PRO,Mobi-Point,Tempered Glass - Half Temper,MI - NOTE 5 PRO,,3,0,0
MI - NOTE 8 PRO,Mobi-Point,Tempered Glass - Half Temper,MI - NOTE 8 PRO,,2,0,0
MI - NOTE 9 PRO MAX,Mobi-Point,Tempered Glass - Half Temper,MI - NOTE 9 PRO MAX,,3,0,0
MI - NOTE 8,Mobi-Point,Tempered Glass - Half Temper,MI - NOTE 8,,1,0,0
MI - NOTE 7 PRO,Mobi-Point,Tempered Glass - Half Temper,MI - NOTE 7 PRO,,3,0,0
MI - NOTE 4,Mobi-Point,Tempered Glass - Half Temper,MI - NOTE 4,,2,0,0
MI - NOTE 9,Mobi-Point,Tempered Glass - Half Temper,MI - NOTE 9,,2,0,0
MI - 9I,Mobi-Point,Tempered Glass - Half Temper,MI - 9I,,2,0,0
MI - NOTE 7 ,Mobi-Point,Tempered Glass - Half Temper,MI - NOTE 7 ,,0,0,0
MI - A2,Mobi-Point,Tempered Glass - Half Temper,MI - A2,,13,0,0
MI - A1,Mobi-Point,Tempered Glass - Half Temper,MI - A1,,3,0,0
MI - 7A,Mobi-Point,Tempered Glass - Half Temper,MI - 7A,,2,0,0
MI - 5A,Mobi-Point,Tempered Glass - Half Temper,MI - 5A,,5,0,0
MI - A3,Mobi-Point,Tempered Glass - Half Temper,MI - A3,,1,0,0
MI - 4A,Mobi-Point,Tempered Glass - Half Temper,MI - 4A,,2,0,0
MI - 9A,Mobi-Point,Tempered Glass - Half Temper,MI - 9A,,1,0,0
MI - 6,Mobi-Point,Tempered Glass - Half Temper,MI - 6,,2,0,0
MI - 8,Mobi-Point,Tempered Glass - Half Temper,MI - 8,,1,0,0
MI - 8A DUAL,Mobi-Point,Tempered Glass - Half Temper,MI - 8A DUAL,,2,0,0
MI - Note 6 PRO,Mobi-Point,Tempered Glass - Half Temper,MI - Note 6 PRO,,1,0,0
Samsung - J5,Mobi-Point,Tempered Glass - Half Temper,Samsung - J5,,6,0,0
Samsung - J7,Mobi-Point,Tempered Glass - Half Temper,Samsung - J7,,5,0,0
Samsung - J2,Mobi-Point,Tempered Glass - Half Temper,Samsung - J2,,4,0,0
Samsung - J8,Mobi-Point,Tempered Glass - Half Temper,Samsung - J8,,2,0,0
Samsung - J4,Mobi-Point,Tempered Glass - Half Temper,Samsung - J4,,4,0,0
Samsung - J17,Mobi-Point,Tempered Glass - Half Temper,Samsung - J17,,2,0,0
Samsung - J4 PLUS,Mobi-Point,Tempered Glass - Half Temper,Samsung - J4 PLUS,,2,0,0
Samsung - J7 MAX,Mobi-Point,Tempered Glass - Half Temper,Samsung - J7 MAX,,2,0,0
Samsung - J7 PRIME,Mobi-Point,Tempered Glass - Half Temper,Samsung - J7 PRIME,,1,0,0
Samsung - J6+,Mobi-Point,Tempered Glass - Half Temper,Samsung - J6+,,1,0,0
Samsung - J6,Mobi-Point,Tempered Glass - Half Temper,Samsung - J6,,7,0,0
Samsung  - A70,Mobi-Point,Tempered Glass - Half Temper,Samsung  - A70,,1,0,0
Samsung  - A6,Mobi-Point,Tempered Glass - Half Temper,Samsung  - A6,,3,0,0
Samsung  - A5(17),Mobi-Point,Tempered Glass - Half Temper,Samsung  - A5(17),,3,0,0
Samsung  - A7(17),Mobi-Point,Tempered Glass - Half Temper,Samsung  - A7(17),,7,0,0
Samsung  - A6+,Mobi-Point,Tempered Glass - Half Temper,Samsung  - A6+,,1,0,0
Samsung  - A30,Mobi-Point,Tempered Glass - Half Temper,Samsung  - A30,,2,0,0
Samsung  - A8,Mobi-Point,Tempered Glass - Half Temper,Samsung  - A8,,2,0,0
Samsung  - M31,Mobi-Point,Tempered Glass - Half Temper,Samsung  - M31,,3,0,0
Samsung  - M10,Mobi-Point,Tempered Glass - Half Temper,Samsung  - M10,,5,0,0
Samsung  - M20,Mobi-Point,Tempered Glass - Half Temper,Samsung  - M20,,5,0,0
Samsung  - M30,Mobi-Point,Tempered Glass - Half Temper,Samsung  - M30,,2,0,0
Samsung  - M01 CORE,Mobi-Point,Tempered Glass - Half Temper,Samsung  - M01 CORE,,2,0,0
Samsung  - M21,Mobi-Point,Tempered Glass - Half Temper,Samsung  - M21,,5,0,0
Samsung  - NED-4,Mobi-Point,Tempered Glass - Half Temper,Samsung  - NED-4,,3,0,0
Samsung  - ON 7,Mobi-Point,Tempered Glass - Half Temper,Samsung  - ON 7,,7,0,0
Samsung  - ON 8,Mobi-Point,Tempered Glass - Half Temper,Samsung  - ON 8,,3,0,0
Nokia - N-1,Mobi-Point,Tempered Glass - Half Temper,Nokia - N-1,,4,0,0
Nokia - N-2,Mobi-Point,Tempered Glass - Half Temper,Nokia - N-2,,5,0,0
Nokia - N-3,Mobi-Point,Tempered Glass - Half Temper,Nokia - N-3,,5,0,0
Nokia - N-5,Mobi-Point,Tempered Glass - Half Temper,Nokia - N-5,,7,0,0
Nokia - N-7+,Mobi-Point,Tempered Glass - Half Temper,Nokia - N-7+,,4,0,0
Nokia - N-7,Mobi-Point,Tempered Glass - Half Temper,Nokia - N-7,,2,0,0
Poco - X2,Mobi-Point,Tempered Glass - Half Temper,Poco - X2,,2,0,0
Poco - M2,Mobi-Point,Tempered Glass - Half Temper,Poco - M2,,2,0,0
Poco - X3,Mobi-Point,Tempered Glass - Half Temper,Poco - X3,,2,0,0
Oneplus - 1,Mobi-Point,Tempered Glass - Half Temper,Oneplus - 1,,3,0,0
Oneplus - 2,Mobi-Point,Tempered Glass - Half Temper,Oneplus - 2,,2,0,0
Oneplus - 3,Mobi-Point,Tempered Glass - Half Temper,Oneplus - 3,,4,0,0
Oneplus - 6,Mobi-Point,Tempered Glass - Half Temper,Oneplus - 6,,1,0,0
Oneplus - 3T,Mobi-Point,Tempered Glass - Half Temper,Oneplus - 3T,,1,0,0
Oneplus - 5,Mobi-Point,Tempered Glass - Half Temper,Oneplus - 5,,1,0,0
Oneplus - 5T,Mobi-Point,Tempered Glass - Half Temper,Oneplus - 5T,,1,0,0
Asus - Zenfone MAX,Mobi-Point,Tempered Glass - Half Temper,Asus - Zenfone MAX,,3,0,0
Asus - Z-50,Mobi-Point,Tempered Glass - Half Temper,Asus - Z-50,,4,0,0
Asus - Z-5.5,Mobi-Point,Tempered Glass - Half Temper,Asus - Z-5.5,,3,0,0
Moto - C,Mobi-Point,Tempered Glass - Half Temper,Moto - C,,1,0,0
Moto - C+,Mobi-Point,Tempered Glass - Half Temper,Moto - C+,,5,0,0
Moto - E1,Mobi-Point,Tempered Glass - Half Temper,Moto - E1,,3,0,0
Moto - E5+,Mobi-Point,Tempered Glass - Half Temper,Moto - E5+,,3,0,0
Moto - 5,Mobi-Point,Tempered Glass - Half Temper,Moto - 5,,1,0,0
Moto - G5+,Mobi-Point,Tempered Glass - Half Temper,Moto - G5+,,1,0,0
Moto - Z PLAY,Mobi-Point,Tempered Glass - Half Temper,Moto - Z PLAY,,3,0,0
Moto - E4+,Mobi-Point,Tempered Glass - Half Temper,Moto - E4+,,3,0,0
Moto - G4+,Mobi-Point,Tempered Glass - Half Temper,Moto - G4+,,3,0,0
Moto - G6,Mobi-Point,Tempered Glass - Half Temper,Moto - G6,,1,0,0
Moto - G2,Mobi-Point,Tempered Glass - Half Temper,Moto - G2,,2,0,0
Realme - 1,Mobi-Point,Tempered Glass - Half Temper,Realme - 1,,1,0,0
Realme - 7,Mobi-Point,Tempered Glass - Half Temper,Realme - 7,,2,0,0
Realme - X2 PRO,Mobi-Point,Tempered Glass - Half Temper,Realme - X2 PRO,,2,0,0
Realme - C-15,Mobi-Point,Tempered Glass - Half Temper,Realme - C-15,,2,0,0
Realme - C-11,Mobi-Point,Tempered Glass - Half Temper,Realme - C-11,,1,0,0
Realme - 6 PRO,Mobi-Point,Tempered Glass - Half Temper,Realme - 6 PRO,,2,0,0
Oppo - NEW 5,Mobi-Point,Tempered Glass - Half Temper,Oppo - NEW 5,,1,0,0
Oppo - A3S,Mobi-Point,Tempered Glass - Half Temper,Oppo - A3S,,5,0,0
Oppo - A71,Mobi-Point,Tempered Glass - Half Temper,Oppo - A71,,3,0,0
Oppo - A5,Mobi-Point,Tempered Glass - Half Temper,Oppo - A5,,3,0,0
Oppo - F3,Mobi-Point,Tempered Glass - Half Temper,Oppo - F3,,3,0,0
Oppo - F17 PRO,Mobi-Point,Tempered Glass - Half Temper,Oppo - F17 PRO,,2,0,0
Oppo - F11 PRO,Mobi-Point,Tempered Glass - Half Temper,Oppo - F11 PRO,,2,0,0
Oppo - F3+,Mobi-Point,Tempered Glass - Half Temper,Oppo - F3+,,1,0,0
Honor - P20 LITE,Mobi-Point,Tempered Glass - Half Temper,Honor - P20 LITE,,9,0,0
Honor - 9N,Mobi-Point,Tempered Glass - Half Temper,Honor - 9N,,1,0,0
Honor - 7S,Mobi-Point,Tempered Glass - Half Temper,Honor - 7S,,2,0,0
Honor - 7X,Mobi-Point,Tempered Glass - Half Temper,Honor - 7X,,1,0,0
Honor - 7A,Mobi-Point,Tempered Glass - Half Temper,Honor - 7A,,1,0,0
IPhone - 6+,Mobi-Point,Tempered Glass - Half Temper,IPhone - 6+,,3,0,0
IPhone - 7+,Mobi-Point,Tempered Glass - Half Temper,IPhone - 7+,,3,0,0
IPhone - 8+,Mobi-Point,Tempered Glass - Half Temper,IPhone - 8+,,3,0,0
IPhone - 6,Mobi-Point,Tempered Glass - Half Temper,IPhone - 6,,3,0,0
IPhone - 7,Mobi-Point,Tempered Glass - Half Temper,IPhone - 7,,9,0,0
IPhone - 8,Mobi-Point,Tempered Glass - Half Temper,IPhone - 8,,7,0,0
IPhone - 4(Back Side),Mobi-Point,Tempered Glass - Half Temper,IPhone - 4(Back Side),,4,0,0
IPhone - XR,Mobi-Point,Tempered Glass - Half Temper,IPhone - XR,,2,0,0
IPhone - 4,Mobi-Point,Tempered Glass - Half Temper,IPhone - 4,,2,0,0
Iphone - 5,Mobi-Point,Tempered Glass - Half Temper,Iphone - 5,,3,0,0
IPhone - X,Mobi-Point,Tempered Glass - Half Temper,IPhone - X,,2,0,0
Coolpad - Note - 3,Mobi-Point,Tempered Glass - Half Temper,Coolpad - Note - 3,,3,0,0
Coolpad - Note - 5,Mobi-Point,Tempered Glass - Half Temper,Coolpad - Note - 5,,1,0,0
Coolpad - MEGA,Mobi-Point,Tempered Glass - Half Temper,Coolpad - MEGA,,1,0,0
Gionee - M5 LITE,Mobi-Point,Tempered Glass - Half Temper,Gionee - M5 LITE,,2,0,0
Gionee - A1,Mobi-Point,Tempered Glass - Half Temper,Gionee - A1,,1,0,0
Lenovo - A600,Mobi-Point,Tempered Glass - Half Temper,Lenovo - A600,,2,0,0
Lenovo - K4 Note,Mobi-Point,Tempered Glass - Half Temper,Lenovo - K4 Note,,2,0,0
Lenovo - A-100,Mobi-Point,Tempered Glass - Half Temper,Lenovo - A-100,,2,0,0
Lenovo - K6 Note,Mobi-Point,Tempered Glass - Half Temper,Lenovo - K6 Note,,2,0,0
Amac - CHN - 17 - 1.8A,Mobi-Point,Charger,Amac - CHN - 17 - 1.8A,,1,0,0
Rayon - RY - S31 - 2.1A,Mobi-Point,Charger,Rayon - RY - S31 - 2.1A,,2,0,0
Ubon - CH - 60 - 2.4A ,Mobi-Point,Charger,Ubon - CH - 60 - 2.4A ,,1,0,0
Robotek - SC - 221 - 1.2A,Mobi-Point,Charger,Robotek - SC - 221 - 1.2A,,1,0,0
ERD - TC - 50 Pro - 2 Amp USB,Mobi-Point,Charger,ERD - TC - 50 Pro - 2 Amp USB,,2,0,0
ERD - TC - 40 Pro - 1 Amp USB,Mobi-Point,Charger,ERD - TC - 40 Pro - 1 Amp USB,,3,0,0
KDM - KM - TA02  - 1.0 A,Mobi-Point,Charger,KDM - KM - TA02  - 1.0 A,,2,0,0
Ubon - CH - 586 - 2.4A,Mobi-Point,Charger,Ubon - CH - 586 - 2.4A,,2,0,0
Ubon - CH - 533N  - 3.4A,Mobi-Point,Charger,Ubon - CH - 533N  - 3.4A,,1,0,0
Robotek - SC - 222 - 2.4A,Mobi-Point,Charger,Robotek - SC - 222 - 2.4A,,5,0,0
Nubisc  - CR - 30 - 3.0A,Mobi-Point,Charger,Nubisc  - CR - 30 - 3.0A,,1,0,0
Mi - MDY - 10 - ER - 27 W,Mobi-Point,Charger,Mi - MDY - 10 - ER - 27 W,,3,0,0
ERD -  C Data Cable - TC  - 50 2 Amp USB,Mobi-Point,Charger,ERD -  C Data Cable - TC  - 50 2 Amp USB,,2,0,0
Robotek Type - C  - SC - 224  - 2.4A,Mobi-Point,Charger,Robotek Type - C  - SC - 224  - 2.4A,,1,0,0
Portronics Type - C - POR - 1103,Mobi-Point,Charger,Portronics Type - C - POR - 1103,,2,0,0
Portronics Type - C - Adpto- 22 ,Mobi-Point,Charger,Portronics Type - C - Adpto- 22 ,,1,0,0
1+ - Adpto,Mobi-Point,Charger,1+ - Adpto,,2,0,0
Appa - 20 W Power Apater,Mobi-Point,Charger,Appa - 20 W Power Apater,,1,0,0
Appa - 18 W Power Apater,Mobi-Point,Charger,Appa - 18 W Power Apater,,1,0,0
Mi - Mi 2A MDY - 09 - EJ,Mobi-Point,Charger,Mi - Mi 2A MDY - 09 - EJ,,1,0,0
Ubon -  CH - 500  - 2.6A,Mobi-Point,Charger,Ubon -  CH - 500  - 2.6A,,1,0,0
Foxin - FPA - 234 - 3.4Amp,Mobi-Point,Charger,Foxin - FPA - 234 - 3.4Amp,,1,0,0
Nokia - AC -18 N3,Mobi-Point,Charger,Nokia - AC -18 N3,,3,0,0
LYF - A 158 - IN2,Mobi-Point,Charger,LYF - A 158 - IN2,,3,0,0
Appa - 1716 18 W Power Apater,Mobi-Point,Charger,Appa - 1716 18 W Power Apater,,2,0,0
Poco - MDY - OS EW 3.0 W,Mobi-Point,Charger,Poco - MDY - OS EW 3.0 W,,2,0,0
XIAOMI - MDY - 09 -EC,Mobi-Point,Charger,XIAOMI - MDY - 09 -EC,,1,0,0
Vivo - HKA01 - GK,Mobi-Point,Charger,Vivo - HKA01 - GK,,2,0,0
Vivo - V1820B - IN ,Mobi-Point,Charger,Vivo - V1820B - IN ,,1,0,0
Samsung - EP - TA800,Mobi-Point,Charger,Samsung - EP - TA800,,1,0,0
Samsung - EP - TA - 200,Mobi-Point,Charger,Samsung - EP - TA - 200,,1,0,0
Turbo Power - sc - 25,Mobi-Point,Charger,Turbo Power - sc - 25,,1,0,0
Ubon -  CH - 93 - 3.1A,Mobi-Point,Car Charger,Ubon -  CH - 93 - 3.1A,,2,0,0
Ubon - CH - 85 - 3.1A,Mobi-Point,Car Charger,Ubon - CH - 85 - 3.1A,,1,0,0
Rayon - 3.4A,Mobi-Point,Car Charger,Rayon - 3.4A,,1,0,0
V V - Auto - id 2.4A,Mobi-Point,Car Charger,V V - Auto - id 2.4A,,3,0,0
ROCKET - MT - 180,Mobi-Point,Car Charger,ROCKET - MT - 180,,1,0,0
EMY - 4.2,Mobi-Point,Car Charger,EMY - 4.2,,1,0,0
Ubon - WR - 550 - 2.4A,Mobi-Point,USB Cable,Ubon - WR - 550 - 2.4A,,2,0,0
Ubon -  WR - 570 - 3.4A,Mobi-Point,USB Cable,Ubon -  WR - 570 - 3.4A,,1,0,0
Ubon -  WR - 167,Mobi-Point,USB Cable,Ubon -  WR - 167,,2,0,0
KDM - DC 7 - 2.4A,Mobi-Point,USB Cable,KDM - DC 7 - 2.4A,,1,0,0
Ubon Thunder - WR - 386,Mobi-Point,USB Cable,Ubon Thunder - WR - 386,,1,0,0
Robotek - DC - 102 ,Mobi-Point,USB Cable,Robotek - DC - 102 ,,1,0,0
Vooc - DL 118,Mobi-Point,USB Cable,Vooc - DL 118,,3,0,0
ERD - UC - 21  - 4MM,Mobi-Point,USB Cable,ERD - UC - 21  - 4MM,,1,0,0
ERD - PC - 22 ,Mobi-Point,USB Cable,ERD - PC - 22 ,,1,0,0
Ubon - WR - 267 TYPE - C,Mobi-Point,USB Cable,Ubon - WR - 267 TYPE - C,,1,0,0
Ubon Thunder - WR - 388  TYPE - C,Mobi-Point,USB Cable,Ubon Thunder - WR - 388  TYPE - C,,1,0,0
Ubon 2MTR - WR - 572  2.4A-  TYPE - C,Mobi-Point,USB Cable,Ubon 2MTR - WR - 572  2.4A-  TYPE - C,,2,0,0
ERD - UC - 31 4 MM,Mobi-Point,USB Cable,ERD - UC - 31 4 MM,,1,0,0
Ubon IPHONE - WR 387 ,Mobi-Point,USB Cable,Ubon IPHONE - WR 387 ,,1,0,0
Ubon IPHONE - WR - 470 2.4A,Mobi-Point,USB Cable,Ubon IPHONE - WR - 470 2.4A,,3,0,0
ST IPHONE - STCB - 305  3A,Mobi-Point,USB Cable,ST IPHONE - STCB - 305  3A,,2,0,0
Ubon 3 IN 1 Softking - WR - 147 - 2.4A,Mobi-Point,USB Cable,Ubon 3 IN 1 Softking - WR - 147 - 2.4A,,3,0,0
Ubon 3 IN 1 - WR - 451 - 2.4A,Mobi-Point,USB Cable,Ubon 3 IN 1 - WR - 451 - 2.4A,,1,0,0
KDM 3 IN 1 - DC  -  11 ,Mobi-Point,USB Cable,KDM 3 IN 1 - DC  -  11 ,,1,0,0
UBON  V8 - CH - 595 1.0A,Mobi-Point,USB Cable,UBON  V8 - CH - 595 1.0A,,3,0,0
RIVERA - MMX-Q402,Mobi-Point,Battery,RIVERA - MMX-Q402,,1,0,0
RIVERA - SAM-G360H/J2,Mobi-Point,Battery,RIVERA - SAM-G360H/J2,,1,0,0
RIVERA - SAM-J7,Mobi-Point,Battery,RIVERA - SAM-J7,,1,0,0
RIVERA - A600,Mobi-Point,Battery,RIVERA - A600,,1,0,0
SAMSUNG - 5-B,Mobi-Point,Battery,SAMSUNG - 5-B,,1,0,0
SAMSUNG - 4-B,Mobi-Point,Battery,SAMSUNG - 4-B,,1,0,0
SAMSUNG - 1-B,Mobi-Point,Battery,SAMSUNG - 1-B,,1,0,0
NOKIA - BL-5C,Mobi-Point,Battery,NOKIA - BL-5C,,1,0,0
MICROMAX - BL-5C,Mobi-Point,Battery,MICROMAX - BL-5C,,2,0,0
KDM - X1i,Mobi-Point,Battery,KDM - X1i,,2,0,0
KDM - BP-4L,Mobi-Point,Battery,KDM - BP-4L,,2,0,0
KDM - BL-4D,Mobi-Point,Battery,KDM - BL-4D,,2,0,0
KDM - BL-5J,Mobi-Point,Battery,KDM - BL-5J,,2,0,0
KDM - L-700,Mobi-Point,Battery,KDM - L-700,,2,0,0
KDM - X200,Mobi-Point,Battery,KDM - X200,,1,0,0
KDM - B100,Mobi-Point,Battery,KDM - B100,,1,0,0
MN POWER - BL-4UL,Mobi-Point,Battery,MN POWER - BL-4UL,,2,0,0
UNIX - L700,Mobi-Point,Battery,UNIX - L700,,1,0,0
UNIX - BP-4L,Mobi-Point,Battery,UNIX - BP-4L,,1,0,0
LI-ION - JIO,Mobi-Point,Battery,LI-ION - JIO,,0,0,0
SS GOLD - X200,Mobi-Point,Battery,SS GOLD - X200,,2,0,0
LONGER - BL-4C,Mobi-Point,Battery,LONGER - BL-4C,,1,0,0
LONGER - X200,Mobi-Point,Battery,LONGER - X200,,4,0,0
LONGER - BL-5C,Mobi-Point,Battery,LONGER - BL-5C,,8,0,0
KONFULON - 2U/2.1A,Mobi-Point,Power Bank,KONFULON - 2U/2.1A,,1,0,0
TROOPS - 11400 MAH,Mobi-Point,Power Bank,TROOPS - 11400 MAH,,1,0,0
UBON - PB X12,Mobi-Point,Power Bank,UBON - PB X12,,1,0,0
UBON - PB-X55,Mobi-Point,Power Bank,UBON - PB-X55,,1,0,0
MI - 10000 MAH/3i,Mobi-Point,Power Bank,MI - 10000 MAH/3i,,1,0,0
ZEBRONICS - ZEB-MC4000,Mobi-Point,Power Bank,ZEBRONICS - ZEB-MC4000,,2,0,0
SANDISK - MEMORY(16),Mobi-Point,Memory Card / Pendrive,SANDISK - MEMORY(16),,3,0,0
SANDISK - MEMORY(32),Mobi-Point,Memory Card / Pendrive,SANDISK - MEMORY(32),,1,0,0
SANDISK - ULTRA(32),Mobi-Point,Memory Card / Pendrive,SANDISK - ULTRA(32),,1,0,0
SANDISK - ULTRA(64),Mobi-Point,Memory Card / Pendrive,SANDISK - ULTRA(64),,1,0,0
SANDISK - PENDRIVE(16),Mobi-Point,Memory Card / Pendrive,SANDISK - PENDRIVE(16),,3,0,0
SANDISK - PENDRIVE(32),Mobi-Point,Memory Card / Pendrive,SANDISK - PENDRIVE(32),,3,0,0
